"FESTIVAL_ID","FESTIVAL_NAME","LEGACY_ACT_LABEL","STATUS"
"festival-de-frue","FESTIVAL de FRUE","Acid Pauli","LINEUP_ROW_REGISTRATION_REQUIRED"
"festival-de-frue","FESTIVAL de FRUE","Alabaster DePlume","LINEUP_ROW_REGISTRATION_REQUIRED"
"festival-de-frue","FESTIVAL de FRUE","Juana Molina","LINEUP_ROW_REGISTRATION_REQUIRED"
"festival-de-frue","FESTIVAL de FRUE","Kiko Dinucci","LINEUP_ROW_REGISTRATION_REQUIRED"
"festival-de-frue","FESTIVAL de FRUE","Kuo from Sunset Rollercoaster","LINEUP_ROW_REGISTRATION_REQUIRED"
"festival-de-frue","FESTIVAL de FRUE","Sylvan Esso","LINEUP_ROW_REGISTRATION_REQUIRED"
"festival-de-frue","FESTIVAL de FRUE","The Master Musicians of Joujouka","LINEUP_ROW_REGISTRATION_REQUIRED"
"osukinidouzo","Osukinidouzo","","FULL_LINEUP_REGISTRATION_REQUIRED"
